ano,tipo_localizacao,rede,modalidade,grupo,percentual
2015,rural,total,ensinomediototal,2,2
2015,urbana,total,ensinomediototal,2,3.2
2015,total,privada,ensinomediototal,2,3.1
2015,rural,total,ensinomediototal,3,31.6
2015,rural,pública,ensinomediototal,5,11.7
2017,total,total,educacaoinfantil,1,48.1
2017,rural,municipal,educacaoinfantil,4,2.2
2017,urbana,municipal,educacaoinfantil,4,3.6
2017,total,municipal,educacaoinfantil,4,3.4
2017,rural,estadual,educacaoinfantil,4,5.1000000000000005
2017,urbana,estadual,educacaoinfantil,4,4.5
2017,total,estadual,educacaoinfantil,4,4.6000000000000005
2017,rural,federal,educacaoinfantil,4,30.8
2017,urbana,federal,educacaoinfantil,4,10
2017,total,federal,educacaoinfantil,4,10.5
2017,rural,total,educacaoinfantil,4,2.2
2017,urbana,total,educacaoinfantil,4,3.9
2017,total,total,educacaoinfantil,4,3.8000000000000003
2017,rural,pública,educacaoinfantil,3,14.700000000000001
2017,urbana,pública,educacaoinfantil,3,19.2
2017,total,pública,educacaoinfantil,3,18.7
2017,rural,privada,educacaoinfantil,3,10.9
2017,urbana,privada,educacaoinfantil,3,18.5
2017,total,privada,educacaoinfantil,3,18.5
2017,rural,municipal,educacaoinfantil,3,14.8
2017,total,privada,educacaoinfantil,4,4.6000000000000005
2017,urbana,municipal,educacaoinfantil,3,19.3
2017,urbana,privada,educacaoinfantil,4,4.6000000000000005
2017,total,pública,educacaoinfantil,4,3.4
2017,urbana,pública,educacaoinfantil,5,20.3
2017,total,pública,educacaoinfantil,5,23.3
2017,rural,privada,educacaoinfantil,5,60.6
2017,urbana,privada,educacaoinfantil,5,41.2
2017,total,privada,educacaoinfantil,5,41.300000000000004
2017,rural,municipal,educacaoinfantil,5,44.300000000000004
2017,urbana,municipal,educacaoinfantil,5,20.3
2017,total,municipal,educacaoinfantil,5,23.3
2017,rural,estadual,educacaoinfantil,5,65.9
2017,urbana,estadual,educacaoinfantil,5,9.8
2017,total,estadual,educacaoinfantil,5,23.900000000000002
2017,rural,federal,educacaoinfantil,5,0
2017,urbana,federal,educacaoinfantil,5,15.5
2017,total,federal,educacaoinfantil,5,15.1
2017,rural,total,educacaoinfantil,5,45.2
2017,urbana,total,educacaoinfantil,5,27.6
2017,total,total,educacaoinfantil,5,29.1
2017,rural,pública,educacaoinfantil,4,2.2
2017,urbana,pública,educacaoinfantil,4,3.6
2017,rural,privada,educacaoinfantil,4,1.9000000000000001
2017,total,municipal,educacaoinfantil,3,18.7
2017,rural,pública,educacaoinfantil,5,44.7
2017,urbana,estadual,educacaoinfantil,3,16.7
2017,urbana,total,educacaoinfantil,2,0.4
2017,total,total,educacaoinfantil,2,0.4
2017,rural,pública,educacaoinfantil,1,38.1
2017,urbana,pública,educacaoinfantil,1,56.5
2017,total,pública,educacaoinfantil,1,54.2
2017,rural,privada,educacaoinfantil,1,26.3
2017,urbana,privada,educacaoinfantil,1,35.300000000000004
2017,rural,estadual,educacaoinfantil,3,9.6
2017,rural,municipal,educacaoinfantil,1,38.4
2017,urbana,municipal,educacaoinfantil,1,56.4
2017,total,municipal,educacaoinfantil,1,54.2
2017,rural,estadual,educacaoinfantil,1,19.400000000000002
2017,urbana,estadual,educacaoinfantil,1,68.2
2017,total,estadual,educacaoinfantil,1,56
2017,rural,federal,educacaoinfantil,1,61.5
2017,urbana,federal,educacaoinfantil,1,45.2
2017,total,federal,educacaoinfantil,1,45.7
2017,rural,total,educacaoinfantil,1,37.7
2017,urbana,total,educacaoinfantil,1,49.1
2017,rural,total,educacaoinfantil,2,0.3
2017,total,federal,educacaoinfantil,2,0.6
2017,total,privada,educacaoinfantil,1,35.2
2017,rural,federal,educacaoinfantil,2,7.7
2017,urbana,federal,educacaoinfantil,2,0.4
2017,total,estadual,educacaoinfantil,3,14.9
2017,rural,federal,educacaoinfantil,3,0
2017,urbana,federal,educacaoinfantil,3,28.900000000000002
2017,total,federal,educacaoinfantil,3,28.1
2017,rural,total,educacaoinfantil,3,14.6
2017,total,total,educacaoinfantil,3,18.6
2017,rural,pública,educacaoinfantil,2,0.3
2017,urbana,pública,educacaoinfantil,2,0.4
2017,urbana,total,educacaoinfantil,3,19
2017,rural,privada,educacaoinfantil,2,0.3
2017,total,pública,educacaoinfantil,2,0.4
2017,urbana,estadual,educacaoinfantil,2,0.8
2017,rural,estadual,educacaoinfantil,2,0
2017,total,municipal,educacaoinfantil,2,0.4
2017,total,estadual,educacaoinfantil,2,0.6
2017,rural,municipal,educacaoinfantil,2,0.3
2017,total,privada,educacaoinfantil,2,0.4
2017,urbana,privada,educacaoinfantil,2,0.4
2017,urbana,municipal,educacaoinfantil,2,0.4
2017,total,federal,ejaensinofundamental,4,5.5
2017,urbana,municipal,ejaensinofundamental,4,4.7
2017,total,municipal,ejaensinofundamental,4,3.9
2017,rural,estadual,ejaensinofundamental,4,4.8
2017,urbana,estadual,ejaensinofundamental,4,5.2
2017,total,estadual,ejaensinofundamental,4,5.1000000000000005
2017,rural,federal,ejaensinofundamental,4,--
2017,urbana,federal,ejaensinofundamental,4,5.5
2017,rural,total,ejaensinofundamental,4,2.5
2017,urbana,municipal,ejaensinofundamental,3,44.800000000000004
2017,total,total,ejaensinofundamental,4,4.3
2017,rural,pública,ejaensinofundamental,3,28.2
2017,urbana,pública,ejaensinofundamental,3,41.2
2017,total,pública,ejaensinofundamental,3,37.9
2017,rural,privada,ejaensinofundamental,3,56.300000000000004
2017,urbana,privada,ejaensinofundamental,3,58.2
2017,total,privada,ejaensinofundamental,3,58.2
2017,rural,municipal,ejaensinofundamental,3,27.2
2017,urbana,total,ejaensinofundamental,4,4.9
2017,rural,municipal,ejaensinofundamental,4,2
2017,total,pública,ejaensinofundamental,5,26.900000000000002
2017,urbana,privada,ejaensinofundamental,4,4.8
2017,total,municipal,ejaensinofundamental,3,39.5
2017,rural,privada,ejaensinofundamental,5,24.8
2017,urbana,privada,ejaensinofundamental,5,13.8
2017,total,privada,ejaensinofundamental,5,14.1
2017,rural,municipal,ejaensinofundamental,5,62.4
2017,urbana,municipal,ejaensinofundamental,5,17.7
2017,total,municipal,ejaensinofundamental,5,31.1
2017,rural,estadual,ejaensinofundamental,5,40
2017,urbana,estadual,ejaensinofundamental,5,14
2017,total,privada,ejaensinofundamental,4,4.7
2017,total,estadual,ejaensinofundamental,5,17.6
2017,urbana,federal,ejaensinofundamental,5,29.6
2017,total,federal,ejaensinofundamental,5,29.6
2017,rural,total,ejaensinofundamental,5,58.300000000000004
2017,urbana,total,ejaensinofundamental,5,16.1
2017,total,total,ejaensinofundamental,5,26
2017,rural,pública,ejaensinofundamental,4,2.5
2017,urbana,pública,ejaensinofundamental,4,4.9
2017,total,pública,ejaensinofundamental,4,4.3
2017,rural,privada,ejaensinofundamental,4,3.4
2017,rural,federal,ejaensinofundamental,5,--
2017,total,total,ejaensinofundamental,1,29.400000000000002
2017,rural,federal,ejaensinofundamental,2,--
2017,urbana,estadual,ejaensinofundamental,3,34.7
2017,total,total,ejaensinofundamental,2,1.1
2017,rural,pública,ejaensinofundamental,1,10.4
2017,urbana,pública,ejaensinofundamental,1,36.300000000000004
2017,total,pública,ejaensinofundamental,1,29.8
2017,rural,privada,ejaensinofundamental,1,15.5
2017,urbana,privada,ejaensinofundamental,1,22.400000000000002
2017,total,privada,ejaensinofundamental,1,22.2
2017,rural,municipal,ejaensinofundamental,1,8.2
2017,urbana,municipal,ejaensinofundamental,1,32
2017,total,municipal,ejaensinofundamental,1,24.900000000000002
2017,rural,estadual,ejaensinofundamental,1,20.7
2017,urbana,estadual,ejaensinofundamental,1,43.9
2017,total,estadual,ejaensinofundamental,1,40.7
2017,rural,federal,ejaensinofundamental,1,--
2017,urbana,federal,ejaensinofundamental,1,49.5
2017,total,federal,ejaensinofundamental,1,49.5
2017,rural,total,ejaensinofundamental,1,10.4
2017,urbana,total,ejaensinofundamental,1,35.2
2017,rural,pública,ejaensinofundamental,5,58.5
2017,urbana,total,ejaensinofundamental,2,1.3
2017,rural,estadual,ejaensinofundamental,3,33.2
2017,rural,total,ejaensinofundamental,2,0.4
2017,urbana,federal,ejaensinofundamental,2,3.3000000000000003
2017,total,estadual,ejaensinofundamental,3,34.5
2017,rural,federal,ejaensinofundamental,3,--
2017,urbana,federal,ejaensinofundamental,3,12.1
2017,total,federal,ejaensinofundamental,3,12.1
2017,rural,total,ejaensinofundamental,3,28.400000000000002
2017,urbana,total,ejaensinofundamental,3,42.5
2017,total,total,ejaensinofundamental,3,39.2
2017,rural,pública,ejaensinofundamental,2,0.4
2017,urbana,pública,ejaensinofundamental,2,1.3
2017,total,pública,ejaensinofundamental,2,1.1
2017,rural,privada,ejaensinofundamental,2,0
2017,urbana,privada,ejaensinofundamental,2,0.8
2017,total,privada,ejaensinofundamental,2,0.8
2017,rural,municipal,ejaensinofundamental,2,0.2
2017,urbana,municipal,ejaensinofundamental,2,0.8
2017,total,municipal,ejaensinofundamental,2,0.6
2017,rural,estadual,ejaensinofundamental,2,1.3
2017,urbana,estadual,ejaensinofundamental,2,2.2
2017,total,estadual,ejaensinofundamental,2,2.1
2017,total,federal,ejaensinofundamental,2,3.3000000000000003
2017,urbana,pública,ejaensinofundamental,5,16.3
2017,urbana,estadual,ejaensinomedio,3,29.2
2017,urbana,total,ejaensinomedio,1,56
2017,rural,municipal,ejaensinomedio,4,4.3
2017,urbana,municipal,ejaensinomedio,4,4.7
2017,total,municipal,ejaensinomedio,4,4.7
2017,rural,estadual,ejaensinomedio,4,8.2
2017,urbana,estadual,ejaensinomedio,4,6.6000000000000005
2017,total,estadual,ejaensinomedio,4,6.7
2017,rural,federal,ejaensinomedio,4,9.1
2017,urbana,federal,ejaensinomedio,4,8.6
2017,total,privada,ejaensinomedio,4,7.5
2017,total,federal,ejaensinomedio,4,8.700000000000001
2017,urbana,total,ejaensinomedio,4,6.7
2017,total,total,ejaensinomedio,4,6.8
2017,rural,pública,ejaensinomedio,3,38.4
2017,urbana,pública,ejaensinomedio,3,29.1
2017,total,pública,ejaensinomedio,3,29.6
2017,rural,privada,ejaensinomedio,3,42.6
2017,urbana,privada,ejaensinomedio,3,32.8
2017,total,privada,ejaensinomedio,3,32.9
2017,rural,total,ejaensinomedio,4,8.1
2017,rural,municipal,ejaensinomedio,3,42.2
2017,urbana,privada,ejaensinomedio,4,7.5
2017,total,pública,ejaensinomedio,4,6.7
2017,total,pública,ejaensinomedio,5,5.4
2017,rural,privada,ejaensinomedio,5,28.400000000000002
2017,urbana,privada,ejaensinomedio,5,10
2017,total,privada,ejaensinomedio,5,10.200000000000001
2017,rural,municipal,ejaensinomedio,5,36.800000000000004
2017,urbana,municipal,ejaensinomedio,5,4.4
2017,total,municipal,ejaensinomedio,5,6.2
2017,rural,estadual,ejaensinomedio,5,15.9
2017,rural,privada,ejaensinomedio,4,10.6
2017,urbana,estadual,ejaensinomedio,5,4.9
2017,rural,federal,ejaensinomedio,5,1.6
2017,urbana,federal,ejaensinomedio,5,2.8000000000000003
2017,total,federal,ejaensinomedio,5,2.7
2017,rural,total,ejaensinomedio,5,16.4
2017,urbana,total,ejaensinomedio,5,5.3
2017,total,total,ejaensinomedio,5,5.8
2017,rural,pública,ejaensinomedio,4,8.1
2017,urbana,pública,ejaensinomedio,4,6.6000000000000005
2017,total,estadual,ejaensinomedio,5,5.5
2017,urbana,municipal,ejaensinomedio,3,32.5
2017,total,municipal,ejaensinomedio,3,33.1
2017,rural,estadual,ejaensinomedio,3,39
2017,urbana,total,ejaensinomedio,2,2.6
2017,total,total,ejaensinomedio,2,2.6
2017,rural,pública,ejaensinomedio,1,35.1
2017,urbana,pública,ejaensinomedio,1,56.7
2017,total,pública,ejaensinomedio,1,55.6
2017,rural,privada,ejaensinomedio,1,17.6
2017,urbana,privada,ejaensinomedio,1,47.9
2017,total,privada,ejaensinomedio,1,47.6
2017,rural,total,ejaensinomedio,2,2.2
2017,rural,municipal,ejaensinomedio,1,16.7
2017,total,municipal,ejaensinomedio,1,54.1
2017,rural,estadual,ejaensinomedio,1,34.7
2017,urbana,estadual,ejaensinomedio,1,56.6
2017,total,estadual,ejaensinomedio,1,55.4
2017,rural,federal,ejaensinomedio,1,72.8
2017,urbana,federal,ejaensinomedio,1,74.8
2017,total,federal,ejaensinomedio,1,74.5
2017,rural,total,ejaensinomedio,1,34.800000000000004
2017,urbana,municipal,ejaensinomedio,1,56.300000000000004
2017,total,federal,ejaensinomedio,2,6.7
2017,urbana,federal,ejaensinomedio,2,6.9
2017,rural,federal,ejaensinomedio,2,5.8
2017,total,estadual,ejaensinomedio,3,29.7
2017,rural,federal,ejaensinomedio,3,10.700000000000001
2017,urbana,federal,ejaensinomedio,3,6.9
2017,total,federal,ejaensinomedio,3,7.4
2017,rural,total,ejaensinomedio,3,38.5
2017,urbana,total,ejaensinomedio,3,29.400000000000002
2017,total,total,ejaensinomedio,3,29.900000000000002
2017,rural,pública,ejaensinomedio,2,2.3000000000000003
2017,urbana,pública,ejaensinomedio,2,2.7
2017,total,pública,ejaensinomedio,2,2.7
2017,rural,privada,ejaensinomedio,2,0.8
2017,urbana,privada,ejaensinomedio,2,1.8
2017,total,privada,ejaensinomedio,2,1.8
2017,rural,municipal,ejaensinomedio,2,0
2017,urbana,municipal,ejaensinomedio,2,2.1
2017,total,municipal,ejaensinomedio,2,1.9000000000000001
2017,rural,estadual,ejaensinomedio,2,2.2
2017,urbana,estadual,ejaensinomedio,2,2.7
2017,total,estadual,ejaensinomedio,2,2.7
2017,total,total,ejaensinomedio,1,54.9
2017,urbana,pública,ejaensinomedio,5,4.9
2017,rural,pública,ejaensinomedio,5,16.1
2017,total,total,ensinofundamentalanosfinais,1,49.9
2017,total,privada,ensinofundamentalanosfinais,4,5.7
2017,rural,municipal,ensinofundamentalanosfinais,4,2.6
2017,urbana,municipal,ensinofundamentalanosfinais,4,6.6000000000000005
2017,total,municipal,ensinofundamentalanosfinais,4,5.1000000000000005
2017,rural,estadual,ensinofundamentalanosfinais,4,4.7
2017,urbana,estadual,ensinofundamentalanosfinais,4,4.4
2017,total,estadual,ensinofundamentalanosfinais,4,4.4
2017,rural,federal,ensinofundamentalanosfinais,4,0
2017,urbana,federal,ensinofundamentalanosfinais,4,7.8
2017,total,federal,ensinofundamentalanosfinais,4,7.8
2017,rural,total,ensinofundamentalanosfinais,4,2.9
2017,urbana,total,ensinofundamentalanosfinais,4,5.5
2017,total,total,ensinofundamentalanosfinais,4,4.9
2017,rural,pública,ensinofundamentalanosfinais,3,38
2017,urbana,pública,ensinofundamentalanosfinais,3,27.3
2017,total,pública,ensinofundamentalanosfinais,3,30.1
2017,rural,privada,ensinofundamentalanosfinais,3,22.2
2017,urbana,privada,ensinofundamentalanosfinais,3,18.400000000000002
2017,total,privada,ensinofundamentalanosfinais,3,18.400000000000002
2017,urbana,privada,ensinofundamentalanosfinais,4,5.7
2017,rural,municipal,ensinofundamentalanosfinais,3,39.6
2017,rural,privada,ensinofundamentalanosfinais,4,6.3
2017,urbana,pública,ensinofundamentalanosfinais,4,5.5
2017,rural,pública,ensinofundamentalanosfinais,5,36.2
2017,urbana,pública,ensinofundamentalanosfinais,5,6.8
2017,total,pública,ensinofundamentalanosfinais,5,14.5
2017,rural,privada,ensinofundamentalanosfinais,5,29.7
2017,urbana,privada,ensinofundamentalanosfinais,5,15.8
2017,total,privada,ensinofundamentalanosfinais,5,15.9
2017,rural,municipal,ensinofundamentalanosfinais,5,38.1
2017,urbana,municipal,ensinofundamentalanosfinais,5,9.200000000000001
2017,total,municipal,ensinofundamentalanosfinais,5,20.2
2017,rural,estadual,ensinofundamentalanosfinais,5,24.3
2017,urbana,estadual,ensinofundamentalanosfinais,5,4.6000000000000005
2017,total,estadual,ensinofundamentalanosfinais,5,6.4
2017,rural,federal,ensinofundamentalanosfinais,5,20
2017,urbana,federal,ensinofundamentalanosfinais,5,1.2
2017,total,federal,ensinofundamentalanosfinais,5,1.3
2017,rural,total,ensinofundamentalanosfinais,5,36.1
2017,urbana,total,ensinofundamentalanosfinais,5,8.700000000000001
2017,total,total,ensinofundamentalanosfinais,5,14.8
2017,rural,pública,ensinofundamentalanosfinais,4,2.9
2017,total,pública,ensinofundamentalanosfinais,4,4.8
2017,urbana,municipal,ensinofundamentalanosfinais,3,31.8
2017,rural,estadual,ensinofundamentalanosfinais,3,29.1
2017,urbana,total,ensinofundamentalanosfinais,1,57.7
2017,rural,total,ensinofundamentalanosfinais,2,0.6
2017,urbana,total,ensinofundamentalanosfinais,2,2.6
2017,total,total,ensinofundamentalanosfinais,2,2.1
2017,rural,pública,ensinofundamentalanosfinais,1,22.3
2017,urbana,pública,ensinofundamentalanosfinais,1,57.9
2017,total,pública,ensinofundamentalanosfinais,1,48.6
2017,rural,privada,ensinofundamentalanosfinais,1,39.800000000000004
2017,total,municipal,ensinofundamentalanosfinais,3,34.800000000000004
2017,total,privada,ensinofundamentalanosfinais,1,57.2
2017,rural,municipal,ensinofundamentalanosfinais,1,19.3
2017,urbana,municipal,ensinofundamentalanosfinais,1,50.9
2017,total,municipal,ensinofundamentalanosfinais,1,38.9
2017,rural,estadual,ensinofundamentalanosfinais,1,39.9
2017,urbana,estadual,ensinofundamentalanosfinais,1,64.5
2017,total,estadual,ensinofundamentalanosfinais,1,62.2
2017,rural,federal,ensinofundamentalanosfinais,1,77.5
2017,urbana,federal,ensinofundamentalanosfinais,1,85.10000000000001
2017,total,federal,ensinofundamentalanosfinais,1,85
2017,rural,total,ensinofundamentalanosfinais,1,22.5
2017,total,federal,ensinofundamentalanosfinais,2,1.3
2017,urbana,federal,ensinofundamentalanosfinais,2,1.3
2017,urbana,privada,ensinofundamentalanosfinais,1,57.300000000000004
2017,total,estadual,ensinofundamentalanosfinais,2,3.4
2017,rural,federal,ensinofundamentalanosfinais,2,0
2017,urbana,estadual,ensinofundamentalanosfinais,3,23
2017,total,estadual,ensinofundamentalanosfinais,3,23.6
2017,rural,federal,ensinofundamentalanosfinais,3,2.5
2017,urbana,federal,ensinofundamentalanosfinais,3,4.6000000000000005
2017,total,federal,ensinofundamentalanosfinais,3,4.6000000000000005
2017,urbana,total,ensinofundamentalanosfinais,3,25.5
2017,total,total,ensinofundamentalanosfinais,3,28.3
2017,rural,pública,ensinofundamentalanosfinais,2,0.6
2017,rural,total,ensinofundamentalanosfinais,3,37.9
2017,total,pública,ensinofundamentalanosfinais,2,2
2017,urbana,pública,ensinofundamentalanosfinais,2,2.5
2017,rural,estadual,ensinofundamentalanosfinais,2,2
2017,total,municipal,ensinofundamentalanosfinais,2,1
2017,urbana,municipal,ensinofundamentalanosfinais,2,1.5
2017,urbana,estadual,ensinofundamentalanosfinais,2,3.5
2017,total,privada,ensinofundamentalanosfinais,2,2.8000000000000003
2017,urbana,privada,ensinofundamentalanosfinais,2,2.8000000000000003
2017,rural,privada,ensinofundamentalanosfinais,2,2
2017,rural,municipal,ensinofundamentalanosfinais,2,0.4
2017,total,federal,ensinofundamentalanosiniciais,4,5.7
2017,urbana,municipal,ensinofundamentalanosiniciais,4,3.5
2017,total,municipal,ensinofundamentalanosiniciais,4,3.2
2017,rural,estadual,ensinofundamentalanosiniciais,4,3.2
2017,urbana,estadual,ensinofundamentalanosiniciais,4,3.7
2017,total,estadual,ensinofundamentalanosiniciais,4,3.6
2017,rural,federal,ensinofundamentalanosiniciais,4,0
2017,urbana,federal,ensinofundamentalanosiniciais,4,5.8
2017,rural,total,ensinofundamentalanosiniciais,4,2.1
2017,urbana,municipal,ensinofundamentalanosiniciais,3,12.200000000000001
2017,total,total,ensinofundamentalanosiniciais,4,3.3000000000000003
2017,rural,pública,ensinofundamentalanosiniciais,3,10.8
2017,urbana,pública,ensinofundamentalanosiniciais,3,11.3
2017,total,pública,ensinofundamentalanosiniciais,3,11.200000000000001
2017,rural,privada,ensinofundamentalanosiniciais,3,8.2
2017,urbana,privada,ensinofundamentalanosiniciais,3,9.4
2017,total,privada,ensinofundamentalanosiniciais,3,9.4
2017,rural,municipal,ensinofundamentalanosiniciais,3,11.1
2017,urbana,total,ensinofundamentalanosiniciais,4,3.5
2017,total,privada,ensinofundamentalanosiniciais,4,3.5
2017,urbana,pública,ensinofundamentalanosiniciais,5,14.9
2017,rural,privada,ensinofundamentalanosiniciais,4,2
2017,total,municipal,ensinofundamentalanosiniciais,3,11.9
2017,rural,privada,ensinofundamentalanosiniciais,5,55
2017,urbana,privada,ensinofundamentalanosiniciais,5,37.4
2017,total,privada,ensinofundamentalanosiniciais,5,37.5
2017,rural,municipal,ensinofundamentalanosiniciais,5,41.2
2017,urbana,municipal,ensinofundamentalanosiniciais,5,16.3
2017,total,municipal,ensinofundamentalanosiniciais,5,21.8
2017,rural,estadual,ensinofundamentalanosiniciais,5,33.3
2017,urbana,estadual,ensinofundamentalanosiniciais,5,9.200000000000001
2017,total,estadual,ensinofundamentalanosiniciais,5,11.4
2017,rural,federal,ensinofundamentalanosiniciais,5,0
2017,urbana,federal,ensinofundamentalanosiniciais,5,6.6000000000000005
2017,total,federal,ensinofundamentalanosiniciais,5,6.5
2017,rural,total,ensinofundamentalanosiniciais,5,40.800000000000004
2017,urbana,total,ensinofundamentalanosiniciais,5,21.400000000000002
2017,total,total,ensinofundamentalanosiniciais,5,24.400000000000002
2017,rural,pública,ensinofundamentalanosiniciais,4,2.1
2017,urbana,pública,ensinofundamentalanosiniciais,4,3.6
2017,total,pública,ensinofundamentalanosiniciais,4,3.3000000000000003
2017,urbana,privada,ensinofundamentalanosiniciais,4,3.5
2017,rural,estadual,ensinofundamentalanosiniciais,3,7.6000000000000005
2017,urbana,federal,ensinofundamentalanosiniciais,2,3.1
2017,total,estadual,ensinofundamentalanosiniciais,3,7.1000000000000005
2017,total,total,ensinofundamentalanosiniciais,2,1
2017,rural,pública,ensinofundamentalanosiniciais,1,46.1
2017,urbana,pública,ensinofundamentalanosiniciais,1,69.10000000000001
2017,total,pública,ensinofundamentalanosiniciais,1,64.4
2017,rural,privada,ensinofundamentalanosiniciais,1,33.8
2017,urbana,privada,ensinofundamentalanosiniciais,1,48.5
2017,total,privada,ensinofundamentalanosiniciais,1,48.4
2017,rural,municipal,ensinofundamentalanosiniciais,1,45.300000000000004
2017,urbana,municipal,ensinofundamentalanosiniciais,1,67
2017,total,municipal,ensinofundamentalanosiniciais,1,62.2
2017,rural,estadual,ensinofundamentalanosiniciais,1,55.5
2017,urbana,estadual,ensinofundamentalanosiniciais,1,78.5
2017,total,estadual,ensinofundamentalanosiniciais,1,76.4
2017,rural,federal,ensinofundamentalanosiniciais,1,63.800000000000004
2017,urbana,federal,ensinofundamentalanosiniciais,1,78
2017,total,federal,ensinofundamentalanosiniciais,1,77.7
2017,rural,total,ensinofundamentalanosiniciais,1,45.9
2017,urbana,total,ensinofundamentalanosiniciais,1,63.300000000000004
2017,total,total,ensinofundamentalanosiniciais,1,60.6
2017,urbana,total,ensinofundamentalanosiniciais,2,1.1
2017,urbana,estadual,ensinofundamentalanosiniciais,3,7
2017,rural,total,ensinofundamentalanosiniciais,2,0.4
2017,total,pública,ensinofundamentalanosiniciais,5,20.1
2017,rural,federal,ensinofundamentalanosiniciais,3,36.2
2017,urbana,federal,ensinofundamentalanosiniciais,3,6.5
2017,total,federal,ensinofundamentalanosiniciais,3,7
2017,rural,total,ensinofundamentalanosiniciais,3,10.8
2017,urbana,total,ensinofundamentalanosiniciais,3,10.700000000000001
2017,total,total,ensinofundamentalanosiniciais,3,10.700000000000001
2017,rural,pública,ensinofundamentalanosiniciais,2,0.4
2017,urbana,pública,ensinofundamentalanosiniciais,2,1.1
2017,total,pública,ensinofundamentalanosiniciais,2,1
2017,rural,privada,ensinofundamentalanosiniciais,2,1
2017,urbana,privada,ensinofundamentalanosiniciais,2,1.2
2017,total,privada,ensinofundamentalanosiniciais,2,1.2
2017,rural,municipal,ensinofundamentalanosiniciais,2,0.4
2017,urbana,municipal,ensinofundamentalanosiniciais,2,1
2017,total,municipal,ensinofundamentalanosiniciais,2,0.9
2017,rural,estadual,ensinofundamentalanosiniciais,2,0.4
2017,urbana,estadual,ensinofundamentalanosiniciais,2,1.6
2017,total,estadual,ensinofundamentalanosiniciais,2,1.5
2017,rural,federal,ensinofundamentalanosiniciais,2,0
2017,total,federal,ensinofundamentalanosiniciais,2,3.1
2017,rural,pública,ensinofundamentalanosiniciais,5,40.6
2017,rural,municipal,ensinofundamentalanosiniciais,4,2
2017,urbana,pública,ensinofundamentaltotal,5,11.200000000000001
2017,total,municipal,ensinofundamentaltotal,4,3.9
2017,rural,estadual,ensinofundamentaltotal,4,4.2
2017,urbana,estadual,ensinofundamentaltotal,4,4.2
2017,total,estadual,ensinofundamentaltotal,4,4.2
2017,rural,federal,ensinofundamentaltotal,4,0
2017,urbana,federal,ensinofundamentaltotal,4,7.2
2017,total,federal,ensinofundamentaltotal,4,7.1000000000000005
2017,rural,total,ensinofundamentaltotal,4,2.5
2017,urbana,municipal,ensinofundamentaltotal,4,4.6000000000000005
2017,urbana,total,ensinofundamentaltotal,4,4.4
2017,rural,pública,ensinofundamentaltotal,3,25.7
2017,urbana,pública,ensinofundamentaltotal,3,18.7
2017,total,pública,ensinofundamentaltotal,3,20.3
2017,rural,privada,ensinofundamentaltotal,3,13.200000000000001
2017,urbana,privada,ensinofundamentaltotal,3,12.5
2017,total,privada,ensinofundamentaltotal,3,12.5
2017,rural,municipal,ensinofundamentaltotal,3,26
2017,urbana,municipal,ensinofundamentaltotal,3,18.900000000000002
2017,total,total,ensinofundamentaltotal,4,4.1
2017,rural,municipal,ensinofundamentaltotal,4,2.3000000000000003
2017,total,privada,ensinofundamentaltotal,4,4.3
2017,urbana,privada,ensinofundamentaltotal,4,4.3
2017,rural,privada,ensinofundamentaltotal,5,45.9
2017,urbana,privada,ensinofundamentaltotal,5,29.8
2017,total,privada,ensinofundamentaltotal,5,29.900000000000002
2017,rural,municipal,ensinofundamentaltotal,5,39.6
2017,urbana,municipal,ensinofundamentaltotal,5,13.9
2017,total,municipal,ensinofundamentaltotal,5,21.3
2017,rural,estadual,ensinofundamentaltotal,5,27
2017,urbana,estadual,ensinofundamentaltotal,5,5.8
2017,total,estadual,ensinofundamentaltotal,5,7.8
2017,rural,federal,ensinofundamentaltotal,5,9.200000000000001
2017,urbana,federal,ensinofundamentaltotal,5,2.9
2017,total,federal,ensinofundamentaltotal,5,3
2017,rural,total,ensinofundamentaltotal,5,38.300000000000004
2017,urbana,total,ensinofundamentaltotal,5,15.700000000000001
2017,total,total,ensinofundamentaltotal,5,20
2017,rural,pública,ensinofundamentaltotal,4,2.5
2017,urbana,pública,ensinofundamentaltotal,4,4.4
2017,total,pública,ensinofundamentaltotal,4,4
2017,rural,privada,ensinofundamentaltotal,4,3.6
2017,total,municipal,ensinofundamentaltotal,3,20.900000000000002
2017,rural,estadual,ensinofundamentaltotal,3,23
2017,urbana,estadual,ensinofundamentaltotal,3,18.400000000000002
2017,total,estadual,ensinofundamentaltotal,3,18.8
2017,total,total,ensinofundamentaltotal,2,1.5
2017,rural,pública,ensinofundamentaltotal,1,33.1
2017,urbana,pública,ensinofundamentaltotal,1,63.9
2017,total,pública,ensinofundamentaltotal,1,56.800000000000004
2017,rural,privada,ensinofundamentaltotal,1,35.9
2017,urbana,privada,ensinofundamentaltotal,1,51.6
2017,total,privada,ensinofundamentaltotal,1,51.5
2017,rural,municipal,ensinofundamentaltotal,1,31.7
2017,urbana,municipal,ensinofundamentaltotal,1,61.5
2017,total,municipal,ensinofundamentaltotal,1,53
2017,rural,estadual,ensinofundamentaltotal,1,44.300000000000004
2017,urbana,estadual,ensinofundamentaltotal,1,68.60000000000001
2017,total,estadual,ensinofundamentaltotal,1,66.4
