ano,tipo_localizacao,rede,modalidade,grupo,percentual
2014,rural,privada,ensinofundamentalanosiniciais,3,8.3
2014,urbana,municipal,ensinofundamentalanosiniciais,3,13.5
2014,rural,municipal,ensinofundamentalanosiniciais,3,10.4
2014,rural,total,ensinofundamentalanosiniciais,4,2.1
2014,urbana,municipal,ensinofundamentalanosiniciais,4,4.2
2014,rural,pública,ensinofundamentalanosiniciais,5,46.6
2014,urbana,privada,ensinofundamentalanosiniciais,4,3.9
2014,rural,federal,ensinofundamentalanosiniciais,3,29.5
2014,urbana,privada,ensinofundamentalanosiniciais,5,38.1
2014,rural,privada,ensinofundamentalanosiniciais,5,54.6
2014,urbana,municipal,ensinofundamentalanosiniciais,5,19
2014,rural,municipal,ensinofundamentalanosiniciais,5,47.5
2014,urbana,federal,ensinofundamentalanosiniciais,5,8.3
2014,rural,federal,ensinofundamentalanosiniciais,5,0
2014,urbana,estadual,ensinofundamentalanosiniciais,5,12.5
2014,rural,estadual,ensinofundamentalanosiniciais,5,35.3
2014,total,privada,ensinofundamentalanosiniciais,5,38.2
2014,total,municipal,ensinofundamentalanosiniciais,5,25.7
2014,total,federal,ensinofundamentalanosiniciais,5,8.3
2014,total,estadual,ensinofundamentalanosiniciais,5,14.4
2014,urbana,total,ensinofundamentalanosiniciais,5,23.3
2014,rural,total,ensinofundamentalanosiniciais,5,46.7
2014,total,total,ensinofundamentalanosiniciais,5,27.1
2014,urbana,pública,ensinofundamentalanosiniciais,4,4.1
2014,rural,pública,ensinofundamentalanosiniciais,4,2.1
2014,total,pública,ensinofundamentalanosiniciais,4,3.7
2014,rural,privada,ensinofundamentalanosiniciais,4,2.5
2014,urbana,estadual,ensinofundamentalanosiniciais,3,8.4
2014,total,federal,ensinofundamentalanosiniciais,2,1
2014,total,privada,ensinofundamentalanosiniciais,3,10.2
2014,total,total,ensinofundamentalanosiniciais,2,1
2014,urbana,pública,ensinofundamentalanosiniciais,1,64.6
2014,rural,pública,ensinofundamentalanosiniciais,1,40.6
2014,total,pública,ensinofundamentalanosiniciais,1,59.6
2014,urbana,privada,ensinofundamentalanosiniciais,1,46.6
2014,rural,privada,ensinofundamentalanosiniciais,1,33.8
2014,urbana,municipal,ensinofundamentalanosiniciais,1,62.4
2014,rural,municipal,ensinofundamentalanosiniciais,1,39.7
2014,urbana,federal,ensinofundamentalanosiniciais,1,73.5
2014,rural,federal,ensinofundamentalanosiniciais,1,70.5
2014,urbana,estadual,ensinofundamentalanosiniciais,1,73.5
2014,rural,estadual,ensinofundamentalanosiniciais,1,52.2
2014,total,privada,ensinofundamentalanosiniciais,1,46.5
2014,total,municipal,ensinofundamentalanosiniciais,1,57.1
2014,total,federal,ensinofundamentalanosiniciais,1,73.4
2014,total,estadual,ensinofundamentalanosiniciais,1,71.7
2014,urbana,total,ensinofundamentalanosiniciais,1,59.7
2014,rural,total,ensinofundamentalanosiniciais,1,40.5
2014,total,total,ensinofundamentalanosiniciais,1,56.6
2014,rural,total,ensinofundamentalanosiniciais,2,0.4
2014,rural,estadual,ensinofundamentalanosiniciais,3,8.8
2014,urbana,total,ensinofundamentalanosiniciais,2,1.1
2014,total,pública,ensinofundamentalanosiniciais,5,23.7
2014,total,municipal,ensinofundamentalanosiniciais,3,12.8
2014,total,federal,ensinofundamentalanosiniciais,3,9.2
2014,total,estadual,ensinofundamentalanosiniciais,3,8.4
2014,urbana,total,ensinofundamentalanosiniciais,3,11.8
2014,rural,total,ensinofundamentalanosiniciais,3,10.3
2014,total,total,ensinofundamentalanosiniciais,3,11.6
2014,urbana,pública,ensinofundamentalanosiniciais,2,1.1
2014,rural,pública,ensinofundamentalanosiniciais,2,0.4
2014,total,pública,ensinofundamentalanosiniciais,2,1
2014,urbana,privada,ensinofundamentalanosiniciais,2,1.2
2014,rural,privada,ensinofundamentalanosiniciais,2,0.8
2014,urbana,municipal,ensinofundamentalanosiniciais,2,0.9
2014,rural,municipal,ensinofundamentalanosiniciais,2,0.4
2014,urbana,federal,ensinofundamentalanosiniciais,2,1.1
2014,rural,federal,ensinofundamentalanosiniciais,2,0
2014,urbana,estadual,ensinofundamentalanosiniciais,2,1.7
2014,rural,estadual,ensinofundamentalanosiniciais,2,0.3
2014,total,privada,ensinofundamentalanosiniciais,2,1.2
2014,total,municipal,ensinofundamentalanosiniciais,2,0.8
2014,total,estadual,ensinofundamentalanosiniciais,2,1.6
2014,urbana,pública,ensinofundamentalanosiniciais,5,17.8
2014,rural,municipal,ensinofundamentalanosiniciais,4,2
2014,rural,pública,ensinofundamentaltotal,5,43.6
2014,rural,federal,ensinofundamentaltotal,4,0
2014,urbana,estadual,ensinofundamentaltotal,4,4.7
2014,rural,estadual,ensinofundamentaltotal,4,4.9
2014,total,privada,ensinofundamentaltotal,4,4.6
2014,total,municipal,ensinofundamentaltotal,4,3.8
2014,total,federal,ensinofundamentaltotal,4,7.7
2014,total,estadual,ensinofundamentaltotal,4,4.7
2014,urbana,total,ensinofundamentaltotal,4,4.6
2014,urbana,federal,ensinofundamentaltotal,4,7.8
2014,rural,total,ensinofundamentaltotal,4,2.7
2014,urbana,pública,ensinofundamentaltotal,3,18.9
2014,rural,pública,ensinofundamentaltotal,3,24.1
2014,total,pública,ensinofundamentaltotal,3,20.1
2014,urbana,privada,ensinofundamentaltotal,3,13.5
2014,rural,privada,ensinofundamentaltotal,3,13.4
2014,urbana,municipal,ensinofundamentaltotal,3,18.9
2014,rural,municipal,ensinofundamentaltotal,3,24
2014,urbana,federal,ensinofundamentaltotal,3,6.1
2014,total,total,ensinofundamentaltotal,4,4.2
2014,rural,municipal,ensinofundamentaltotal,4,2.4
2014,urbana,municipal,ensinofundamentaltotal,4,4.5
2014,rural,privada,ensinofundamentaltotal,4,4.1
2014,urbana,privada,ensinofundamentaltotal,5,29.5
2014,rural,privada,ensinofundamentaltotal,5,45.3
2014,urbana,municipal,ensinofundamentaltotal,5,16.2
2014,rural,municipal,ensinofundamentaltotal,5,45.7
2014,urbana,federal,ensinofundamentaltotal,5,2.9
2014,rural,federal,ensinofundamentaltotal,5,5
2014,urbana,estadual,ensinofundamentaltotal,5,7.6
2014,rural,estadual,ensinofundamentaltotal,5,26.6
2014,total,privada,ensinofundamentaltotal,5,29.7
2014,total,municipal,ensinofundamentaltotal,5,25.2
2014,total,federal,ensinofundamentaltotal,5,3
2014,total,estadual,ensinofundamentaltotal,5,9.2
2014,urbana,total,ensinofundamentaltotal,5,17
2014,rural,total,ensinofundamentaltotal,5,43.6
2014,total,total,ensinofundamentaltotal,5,22.1
2014,urbana,pública,ensinofundamentaltotal,4,4.6
2014,rural,pública,ensinofundamentaltotal,4,2.7
2014,total,pública,ensinofundamentaltotal,4,4.1
2014,urbana,privada,ensinofundamentaltotal,4,4.6
2014,rural,federal,ensinofundamentaltotal,3,17.5
2014,urbana,estadual,ensinofundamentaltotal,3,18.9
2014,rural,estadual,ensinofundamentaltotal,3,24.8
2014,total,privada,ensinofundamentaltotal,3,13.5
2014,total,total,ensinofundamentaltotal,2,1.5
2014,urbana,pública,ensinofundamentaltotal,1,61.8
2014,rural,pública,ensinofundamentaltotal,1,29.1
2014,total,pública,ensinofundamentaltotal,1,54.1
2014,urbana,privada,ensinofundamentaltotal,1,50.6
2014,rural,privada,ensinofundamentaltotal,1,36.1
2014,urbana,municipal,ensinofundamentaltotal,1,59.3
2014,rural,municipal,ensinofundamentaltotal,1,27.5
2014,urbana,federal,ensinofundamentaltotal,1,81.2
2014,rural,federal,ensinofundamentaltotal,1,77.5
2014,urbana,estadual,ensinofundamentaltotal,1,66
2014,rural,estadual,ensinofundamentaltotal,1,42.5
2014,total,privada,ensinofundamentaltotal,1,50.4
2014,total,municipal,ensinofundamentaltotal,1,49.7
2014,total,federal,ensinofundamentaltotal,1,81.2
2014,total,estadual,ensinofundamentaltotal,1,64
2014,urbana,total,ensinofundamentaltotal,1,59.1
2014,rural,total,ensinofundamentaltotal,1,29.2
2014,total,total,ensinofundamentaltotal,1,53.4
2014,rural,total,ensinofundamentaltotal,2,0.5
2014,urbana,pública,ensinofundamentaltotal,5,13
2014,urbana,total,ensinofundamentaltotal,2,1.7
2014,total,federal,ensinofundamentaltotal,2,1.9
2014,total,municipal,ensinofundamentaltotal,3,20.4
2014,total,federal,ensinofundamentaltotal,3,6.2
2014,total,estadual,ensinofundamentaltotal,3,19.4
2014,urbana,total,ensinofundamentaltotal,3,17.6
2014,rural,total,ensinofundamentaltotal,3,24
2014,total,total,ensinofundamentaltotal,3,18.8
2014,urbana,pública,ensinofundamentaltotal,2,1.7
2014,rural,pública,ensinofundamentaltotal,2,0.5
2014,total,pública,ensinofundamentaltotal,2,1.4
2014,urbana,privada,ensinofundamentaltotal,2,1.8
2014,rural,privada,ensinofundamentaltotal,2,1.1
2014,urbana,municipal,ensinofundamentaltotal,2,1.1
2014,rural,municipal,ensinofundamentaltotal,2,0.4
2014,urbana,federal,ensinofundamentaltotal,2,2
2014,rural,federal,ensinofundamentaltotal,2,0
2014,urbana,estadual,ensinofundamentaltotal,2,2.8
2014,rural,estadual,ensinofundamentaltotal,2,1.2
2014,total,privada,ensinofundamentaltotal,2,1.8
2014,total,municipal,ensinofundamentaltotal,2,0.9
2014,total,estadual,ensinofundamentaltotal,2,2.7
2014,total,pública,ensinofundamentaltotal,5,20.3
2014,total,pública,ensinomediototal,5,6.3
2014,total,total,ensinomediototal,1,59.5
2014,rural,federal,ensinomediototal,4,6.7
2014,urbana,estadual,ensinomediototal,4,6.6
2014,rural,estadual,ensinomediototal,4,7.3
2014,total,privada,ensinomediototal,4,7.5
2014,total,municipal,ensinomediototal,4,4
2014,total,federal,ensinomediototal,4,8.7
2014,total,estadual,ensinomediototal,4,6.7
2014,urbana,total,ensinomediototal,4,6.8
2014,urbana,federal,ensinomediototal,4,9.1
2014,rural,total,ensinomediototal,4,7.3
2014,urbana,pública,ensinomediototal,3,24.8
2014,rural,pública,ensinomediototal,3,31.5
2014,total,pública,ensinomediototal,3,25.2
2014,urbana,privada,ensinomediototal,3,19.5
2014,rural,privada,ensinomediototal,3,31.8
2014,urbana,municipal,ensinomediototal,3,21.4
2014,rural,municipal,ensinomediototal,3,33.8
2014,urbana,federal,ensinomediototal,3,8.5
2014,total,total,ensinomediototal,4,6.8
2014,rural,municipal,ensinomediototal,4,4.2
2014,urbana,municipal,ensinomediototal,4,4
2014,rural,privada,ensinomediototal,4,9.2
2014,urbana,privada,ensinomediototal,5,7.2
2014,rural,privada,ensinomediototal,5,17
2014,urbana,municipal,ensinomediototal,5,3.7
2014,rural,municipal,ensinomediototal,5,29.3
2014,urbana,federal,ensinomediototal,5,1.5
2014,rural,federal,ensinomediototal,5,1
2014,urbana,estadual,ensinomediototal,5,6.1
2014,rural,estadual,ensinomediototal,5,10.7
2014,total,privada,ensinomediototal,5,7.4
2014,total,municipal,ensinomediototal,5,8.4
2014,total,federal,ensinomediototal,5,1.5
2014,total,estadual,ensinomediototal,5,6.4
2014,urbana,total,ensinomediototal,5,6.2
2014,rural,total,ensinomediototal,5,10.9
2014,total,total,ensinomediototal,5,6.5
2014,urbana,pública,ensinomediototal,4,6.7
2014,rural,pública,ensinomediototal,4,7.2
2014,total,pública,ensinomediototal,4,6.7
2014,urbana,privada,ensinomediototal,4,7.5
2014,rural,federal,ensinomediototal,3,13
2014,rural,pública,ensinomediototal,5,10.7
2014,urbana,estadual,ensinomediototal,3,25.1
2014,total,privada,ensinomediototal,3,19.6
2014,total,total,ensinomediototal,2,2.9
2014,urbana,pública,ensinomediototal,1,59.7
2014,rural,pública,ensinomediototal,1,48.7
2014,total,pública,ensinomediototal,1,59
2014,urbana,privada,ensinomediototal,1,62.6
2014,rural,privada,ensinomediototal,1,40.5
2014,urbana,municipal,ensinomediototal,1,68.3
2014,rural,municipal,ensinomediototal,1,31.4
2014,rural,total,ensinomediototal,2,1.9
2014,urbana,federal,ensinomediototal,1,74.5
2014,urbana,estadual,ensinomediototal,1,59.4
2014,rural,estadual,ensinomediototal,1,48
2014,total,privada,ensinomediototal,1,62.3
2014,total,municipal,ensinomediototal,1,61.5
2014,total,federal,ensinomediototal,1,74.2
2014,total,estadual,ensinomediototal,1,58.7
2014,urbana,total,ensinomediototal,1,60.2
2014,rural,total,ensinomediototal,1,48.4
2014,rural,federal,ensinomediototal,1,72.4
2014,urbana,total,ensinomediototal,2,2.9
2014,total,estadual,ensinomediototal,2,2.7
2014,total,federal,ensinomediototal,2,6.4
2014,total,municipal,ensinomediototal,3,23.7
2014,total,federal,ensinomediototal,3,9.2
2014,total,estadual,ensinomediototal,3,25.5
2014,urbana,total,ensinomediototal,3,23.9
2014,rural,total,ensinomediototal,3,31.5
2014,total,total,ensinomediototal,3,24.3
2014,urbana,pública,ensinomediototal,2,2.9
2014,rural,pública,ensinomediototal,2,1.9
2014,total,pública,ensinomediototal,2,2.8
2014,urbana,privada,ensinomediototal,2,3.2
2014,rural,privada,ensinomediototal,2,1.5
2014,urbana,municipal,ensinomediototal,2,2.6
2014,rural,municipal,ensinomediototal,2,1.3
2014,urbana,federal,ensinomediototal,2,6.4
2014,rural,federal,ensinomediototal,2,6.9
2014,urbana,estadual,ensinomediototal,2,2.8
2014,rural,estadual,ensinomediototal,2,1.7
2014,total,privada,ensinomediototal,2,3.2
2014,total,municipal,ensinomediototal,2,2.4
2014,rural,estadual,ensinomediototal,3,32.3
2014,urbana,pública,ensinomediototal,5,5.9
2013,total,total,educacaoinfantil,1,42.2
2013,urbana,municipal,educacaoinfantil,4,4.2
2013,rural,municipal,educacaoinfantil,4,2.1
2013,total,municipal,educacaoinfantil,4,3.9
2013,urbana,privada,educacaoinfantil,4,5.4
2013,rural,privada,educacaoinfantil,4,3.8
2013,total,privada,educacaoinfantil,4,5.4
2013,urbana,pública,educacaoinfantil,4,4.2
2013,rural,pública,educacaoinfantil,4,2.1
2013,total,pública,educacaoinfantil,4,3.9
2013,urbana,total,educacaoinfantil,4,4.7
2013,rural,total,educacaoinfantil,4,2.1
2013,total,total,educacaoinfantil,4,4.4
2013,urbana,estadual,educacaoinfantil,3,20.6
2013,rural,estadual,educacaoinfantil,3,8.8
2013,total,estadual,educacaoinfantil,3,18.8
2013,urbana,federal,educacaoinfantil,3,24
2013,rural,federal,educacaoinfantil,3,9.1
2013,total,federal,educacaoinfantil,3,23.7
2013,urbana,municipal,educacaoinfantil,3,17.8
2013,total,federal,educacaoinfantil,4,11.8
2013,rural,municipal,educacaoinfantil,3,12.2
2013,rural,federal,educacaoinfantil,4,36.4
2013,total,estadual,educacaoinfantil,4,4.3
2013,rural,estadual,educacaoinfantil,5,68.2
2013,total,estadual,educacaoinfantil,5,21.7
2013,urbana,federal,educacaoinfantil,5,12.6
2013,rural,federal,educacaoinfantil,5,18.1
2013,total,federal,educacaoinfantil,5,12.7
2013,urbana,municipal,educacaoinfantil,5,25.9
2013,rural,municipal,educacaoinfantil,5,56.5
2013,total,municipal,educacaoinfantil,5,30
2013,urbana,privada,educacaoinfantil,5,45.8
2013,rural,privada,educacaoinfantil,5,67.5
2013,total,privada,educacaoinfantil,5,46
2013,urbana,pública,educacaoinfantil,5,25.7
2013,rural,pública,educacaoinfantil,5,56.6
2013,total,pública,educacaoinfantil,5,30
2013,urbana,total,educacaoinfantil,5,33.3
2013,rural,total,educacaoinfantil,5,57
2013,total,total,educacaoinfantil,5,35.6
2013,urbana,estadual,educacaoinfantil,4,4.6
2013,rural,estadual,educacaoinfantil,4,3.2
2013,urbana,federal,educacaoinfantil,4,11.2
2013,total,municipal,educacaoinfantil,3,17.1
2013,urbana,estadual,educacaoinfantil,5,13.4
2013,rural,privada,educacaoinfantil,3,11.5
2013,rural,total,educacaoinfantil,2,0.3
2013,total,total,educacaoinfantil,2,0.8
2013,urbana,estadual,educacaoinfantil,1,61.1
2013,rural,estadual,educacaoinfantil,1,19.8
2013,total,estadual,educacaoinfantil,1,55
2013,urbana,federal,educacaoinfantil,1,50.4
2013,rural,federal,educacaoinfantil,1,36.4
2013,urbana,privada,educacaoinfantil,3,16.8
2013,urbana,municipal,educacaoinfantil,1,50.9
2013,rural,municipal,educacaoinfantil,1,28.9
2013,total,municipal,educacaoinfantil,1,47.9
2013,urbana,privada,educacaoinfantil,1,31.5
2013,rural,privada,educacaoinfantil,1,16.7
2013,total,privada,educacaoinfantil,1,31.4
2013,urbana,pública,educacaoinfantil,1,51
2013,rural,pública,educacaoinfantil,1,28.8
2013,total,pública,educacaoinfantil,1,47.9
2013,urbana,total,educacaoinfantil,1,43.6
2013,rural,total,educacaoinfantil,1,28.5
2013,urbana,total,educacaoinfantil,2,0.9
2013,total,pública,educacaoinfantil,2,1.1
2013,total,federal,educacaoinfantil,1,50.1
2013,urbana,pública,educacaoinfantil,2,1.2
2013,rural,pública,educacaoinfantil,2,0.3
2013,total,privada,educacaoinfantil,3,16.7
2013,urbana,pública,educacaoinfantil,3,17.9
2013,rural,pública,educacaoinfantil,3,12.2
2013,total,pública,educacaoinfantil,3,17.1
2013,urbana,total,educacaoinfantil,3,17.5
2013,total,total,educacaoinfantil,3,17
2013,urbana,estadual,educacaoinfantil,2,0.3
2013,rural,estadual,educacaoinfantil,2,0
2013,rural,total,educacaoinfantil,3,12.1
2013,urbana,federal,educacaoinfantil,2,1.8
2013,total,estadual,educacaoinfantil,2,0.2
2013,rural,privada,educacaoinfantil,2,0.5
2013,urbana,privada,educacaoinfantil,2,0.5
2013,total,municipal,educacaoinfantil,2,1.1
2013,total,privada,educacaoinfantil,2,0.5
2013,urbana,municipal,educacaoinfantil,2,1.2
2013,total,federal,educacaoinfantil,2,1.7
2013,rural,federal,educacaoinfantil,2,0
2013,rural,municipal,educacaoinfantil,2,0.3
2013,total,pública,ejaensinofundamental,4,5.1
2013,rural,municipal,ejaensinofundamental,4,1.7
2013,total,municipal,ejaensinofundamental,4,4.3
2013,urbana,privada,ejaensinofundamental,4,4.8
2013,rural,privada,ejaensinofundamental,4,3.4
2013,total,privada,ejaensinofundamental,4,4.8
2013,urbana,pública,ejaensinofundamental,4,6.1
2013,rural,pública,ejaensinofundamental,4,2.3
2013,urbana,total,ejaensinofundamental,4,6
2013,rural,municipal,ejaensinofundamental,3,22.9
2013,total,total,ejaensinofundamental,4,5.1
2013,urbana,estadual,ejaensinofundamental,3,35.2
2013,rural,estadual,ejaensinofundamental,3,38.2
2013,total,estadual,ejaensinofundamental,3,35.5
2013,urbana,federal,ejaensinofundamental,3,9.7
2013,rural,federal,ejaensinofundamental,3,--
2013,total,federal,ejaensinofundamental,3,9.7
2013,urbana,municipal,ejaensinofundamental,3,44.9
2013,rural,total,ejaensinofundamental,4,2.3
2013,urbana,municipal,ejaensinofundamental,4,5.5
2013,total,estadual,ejaensinofundamental,5,11.6
2013,rural,federal,ejaensinofundamental,4,--
2013,total,municipal,ejaensinofundamental,3,37.9
2013,urbana,federal,ejaensinofundamental,5,34
2013,rural,federal,ejaensinofundamental,5,--
2013,total,federal,ejaensinofundamental,5,34
2013,urbana,municipal,ejaensinofundamental,5,20.6
2013,rural,municipal,ejaensinofundamental,5,68.4
2013,total,municipal,ejaensinofundamental,5,35.7
2013,urbana,privada,ejaensinofundamental,5,15.7
2013,rural,privada,ejaensinofundamental,5,28.8
2013,total,federal,ejaensinofundamental,4,1.2
2013,total,privada,ejaensinofundamental,5,15.8
2013,rural,pública,ejaensinofundamental,5,64.1
2013,total,pública,ejaensinofundamental,5,29.1
2013,urbana,total,ejaensinofundamental,5,16.6
2013,rural,total,ejaensinofundamental,5,64
2013,total,total,ejaensinofundamental,5,28.2
2013,urbana,estadual,ejaensinofundamental,4,7.3
2013,rural,estadual,ejaensinofundamental,4,6.5
2013,total,estadual,ejaensinofundamental,4,7.2
2013,urbana,federal,ejaensinofundamental,4,1.2
2013,urbana,pública,ejaensinofundamental,5,16.7
2013,total,total,ejaensinofundamental,1,26.8
2013,urbana,pública,ejaensinofundamental,2,1.6
2013,rural,privada,ejaensinofundamental,3,60.7
2013,total,total,ejaensinofundamental,2,1.2
2013,urbana,estadual,ejaensinofundamental,1,45.7
2013,rural,estadual,ejaensinofundamental,1,21.1
2013,total,estadual,ejaensinofundamental,1,43
2013,urbana,federal,ejaensinofundamental,1,53.3
2013,rural,federal,ejaensinofundamental,1,--
2013,total,federal,ejaensinofundamental,1,53.3
2013,urbana,municipal,ejaensinofundamental,1,28.1
2013,rural,municipal,ejaensinofundamental,1,6.8
2013,total,municipal,ejaensinofundamental,1,21.4
2013,urbana,privada,ejaensinofundamental,1,18.7
2013,rural,privada,ejaensinofundamental,1,7.1
2013,total,privada,ejaensinofundamental,1,18.6
2013,urbana,pública,ejaensinofundamental,1,34
2013,rural,pública,ejaensinofundamental,1,8.5
2013,total,pública,ejaensinofundamental,1,27.4
2013,urbana,total,ejaensinofundamental,1,32.8
2013,rural,total,ejaensinofundamental,1,8.5
2013,urbana,estadual,ejaensinofundamental,5,9
2013,rural,total,ejaensinofundamental,2,0.4
2013,urbana,privada,ejaensinofundamental,3,60.1
2013,urbana,total,ejaensinofundamental,2,1.5
2013,rural,pública,ejaensinofundamental,2,0.4
2013,total,privada,ejaensinofundamental,3,60.1
2013,urbana,pública,ejaensinofundamental,3,41.6
2013,rural,pública,ejaensinofundamental,3,24.7
2013,total,pública,ejaensinofundamental,3,37.2
2013,urbana,total,ejaensinofundamental,3,43.1
2013,rural,total,ejaensinofundamental,3,24.8
2013,total,total,ejaensinofundamental,3,38.7
2013,urbana,estadual,ejaensinofundamental,2,2.8
2013,rural,estadual,ejaensinofundamental,2,1.7
2013,total,estadual,ejaensinofundamental,2,2.7
2013,urbana,federal,ejaensinofundamental,2,1.8
2013,rural,federal,ejaensinofundamental,2,--
2013,total,federal,ejaensinofundamental,2,1.8
2013,urbana,municipal,ejaensinofundamental,2,0.9
2013,rural,municipal,ejaensinofundamental,2,0.2
2013,total,municipal,ejaensinofundamental,2,0.7
2013,urbana,privada,ejaensinofundamental,2,0.7
2013,rural,privada,ejaensinofundamental,2,0
2013,total,privada,ejaensinofundamental,2,0.7
2013,total,pública,ejaensinofundamental,2,1.2
2013,rural,estadual,ejaensinofundamental,5,32.5
2013,rural,privada,ejaensinomedio,3,44.3
2013,rural,total,ejaensinomedio,1,34.9
2013,urbana,municipal,ejaensinomedio,4,3.9
2013,rural,municipal,ejaensinomedio,4,5.9
2013,total,municipal,ejaensinomedio,4,4.1
2013,urbana,privada,ejaensinomedio,4,7.9
2013,rural,privada,ejaensinomedio,4,5.1
2013,total,privada,ejaensinomedio,4,7.9
2013,urbana,pública,ejaensinomedio,4,7.8
2013,rural,pública,ejaensinomedio,4,10.5
2013,total,federal,ejaensinomedio,4,10.3
2013,total,pública,ejaensinomedio,4,7.9
2013,rural,total,ejaensinomedio,4,10.3
2013,total,total,ejaensinomedio,4,7.9
2013,urbana,estadual,ejaensinomedio,3,29.3
2013,rural,estadual,ejaensinomedio,3,37.9
2013,total,estadual,ejaensinomedio,3,29.6
2013,urbana,federal,ejaensinomedio,3,12
2013,rural,federal,ejaensinomedio,3,13.8
2013,total,federal,ejaensinomedio,3,12.3
2013,urbana,total,ejaensinomedio,4,7.8
2013,urbana,municipal,ejaensinomedio,3,32.8
2013,rural,federal,ejaensinomedio,4,7.1
2013,total,estadual,ejaensinomedio,4,8
2013,total,estadual,ejaensinomedio,5,5.1
2013,urbana,federal,ejaensinomedio,5,1.2
2013,rural,federal,ejaensinomedio,5,0.8
2013,total,federal,ejaensinomedio,5,1.2
2013,urbana,municipal,ejaensinomedio,5,5.5
2013,rural,municipal,ejaensinomedio,5,38.7
2013,total,municipal,ejaensinomedio,5,8.1
2013,urbana,privada,ejaensinomedio,5,8.9
2013,urbana,federal,ejaensinomedio,4,11.1
2013,rural,privada,ejaensinomedio,5,25.9
2013,urbana,pública,ejaensinomedio,5,4.8
2013,rural,pública,ejaensinomedio,5,15.6
2013,total,pública,ejaensinomedio,5,5.3
2013,urbana,total,ejaensinomedio,5,5.3
2013,rural,total,ejaensinomedio,5,15.9
2013,total,total,ejaensinomedio,5,5.6
2013,urbana,estadual,ejaensinomedio,4,7.9
2013,rural,estadual,ejaensinomedio,4,11
2013,total,privada,ejaensinomedio,5,9
2013,rural,municipal,ejaensinomedio,3,30.8
2013,total,municipal,ejaensinomedio,3,32.6
2013,urbana,privada,ejaensinomedio,3,32.8
2013,rural,total,ejaensinomedio,2,2.7
2013,total,total,ejaensinomedio,2,3.8
2013,urbana,estadual,ejaensinomedio,1,54
2013,rural,estadual,ejaensinomedio,1,33.4
2013,total,estadual,ejaensinomedio,1,53.3
2013,urbana,federal,ejaensinomedio,1,69.9
2013,rural,federal,ejaensinomedio,1,72.4
2013,total,federal,ejaensinomedio,1,70.4
2013,urbana,total,ejaensinomedio,2,3.8
2013,urbana,municipal,ejaensinomedio,1,53.9
2013,total,municipal,ejaensinomedio,1,51.5
2013,urbana,privada,ejaensinomedio,1,48.4
2013,rural,privada,ejaensinomedio,1,24.7
2013,total,privada,ejaensinomedio,1,48.2
2013,urbana,pública,ejaensinomedio,1,54.2
2013,rural,pública,ejaensinomedio,1,35.1
2013,total,pública,ejaensinomedio,1,53.4
2013,urbana,total,ejaensinomedio,1,53.6
2013,rural,municipal,ejaensinomedio,1,23.5
2013,total,pública,ejaensinomedio,2,4
2013,rural,pública,ejaensinomedio,2,2.8
2013,urbana,pública,ejaensinomedio,2,4
2013,total,privada,ejaensinomedio,3,32.9
2013,urbana,pública,ejaensinomedio,3,29.2
2013,rural,pública,ejaensinomedio,3,36
2013,total,pública,ejaensinomedio,3,29.4
2013,urbana,total,ejaensinomedio,3,29.5
2013,rural,total,ejaensinomedio,3,36.2
2013,total,total,ejaensinomedio,3,29.8
2013,urbana,estadual,ejaensinomedio,2,4
2013,rural,estadual,ejaensinomedio,2,2.7
2013,total,estadual,ejaensinomedio,2,4
2013,urbana,federal,ejaensinomedio,2,5.8
2013,rural,federal,ejaensinomedio,2,5.9
2013,total,federal,ejaensinomedio,2,5.8
2013,urbana,municipal,ejaensinomedio,2,3.9
2013,rural,municipal,ejaensinomedio,2,1.1
2013,total,municipal,ejaensinomedio,2,3.7
2013,urbana,privada,ejaensinomedio,2,2
2013,rural,privada,ejaensinomedio,2,0
2013,total,privada,ejaensinomedio,2,2
2013,total,total,ejaensinomedio,1,52.9
2013,rural,estadual,ejaensinomedio,5,15
2013,urbana,estadual,ejaensinomedio,5,4.8
2013,total,total,ensinofundamentalanosfinais,1,48
2013,total,federal,ensinofundamentalanosfinais,4,7.2
2013,urbana,municipal,ensinofundamentalanosfinais,4,5.1
2013,rural,municipal,ensinofundamentalanosfinais,4,2.6
2013,total,municipal,ensinofundamentalanosfinais,4,4.1
2013,urbana,privada,ensinofundamentalanosfinais,4,5.9
2013,rural,privada,ensinofundamentalanosfinais,4,5.8
2013,total,privada,ensinofundamentalanosfinais,4,5.9
2013,urbana,pública,ensinofundamentalanosfinais,4,5.3
2013,rural,pública,ensinofundamentalanosfinais,4,2.9
2013,total,pública,ensinofundamentalanosfinais,4,4.6
2013,urbana,total,ensinofundamentalanosfinais,4,5.4
2013,rural,total,ensinofundamentalanosfinais,4,2.9
2013,total,total,ensinofundamentalanosfinais,4,4.8
2013,urbana,estadual,ensinofundamentalanosfinais,3,23.5
2013,rural,estadual,ensinofundamentalanosfinais,3,30.6
2013,total,estadual,ensinofundamentalanosfinais,3,24.1
2013,urbana,federal,ensinofundamentalanosfinais,3,5.3
2013,rural,federal,ensinofundamentalanosfinais,3,11.1
2013,total,federal,ensinofundamentalanosfinais,3,5.3
2013,rural,federal,ensinofundamentalanosfinais,4,0
2013,urbana,municipal,ensinofundamentalanosfinais,3,29.7
2013,urbana,federal,ensinofundamentalanosfinais,4,7.2
